N_CATALOGO;PROTECCION_ACTUAL;PROTECCION_97;NOMBRE;C_HOMOGENEO;OBSERVACION;EXPEDIENTE;ENLACE;COD_NDP;UTMX_ETRS;UTMY_ETRS
34973;Volumétrico;Volumétrico;---;---;---;---;---;20148135.0;442952.27;4479352.97
34973;Volumétrico;Volumétrico;---;---;---;---;---;20180914.0;442863.68;4479334.29
34973;Volumétrico;Volumétrico;---;---;---;---;---;11026466.0;442754.26;4479087.27
34973;Volumétrico;Volumétrico;---;---;---;---;---;11026516.0;442737.0;4479109.42
34973;Volumétrico;Volumétrico;---;---;---;---;---;11026670.0;442943.93;4479363.08
34973;Volumétrico;Volumétrico;---;---;---;---;---;11026521.0;442787.69;4479109.73
34973;Volumétrico;Volumétrico;---;---;---;---;---;11026660.0;443056.03;4479511.1
34973;Volumétrico;Volumétrico;---;---;---;---;---;31022176.0;442879.04;4479374.18
34973;Volumétrico;Volumétrico;---;---;---;---;---;31022174.0;442867.67;4479344.65
34973;Volumétrico;Volumétrico;---;---;---;---;---;11026503.0;442809.66;4479097.46
34973;Volumétrico;Volumétrico;---;---;---;---;---;11026664.0;443084.53;4479557.45
34973;Volumétrico;Volumétrico;---;---;---;---;---;11026680.0;443031.7;4479495.68
34973;Volumétrico;Volumétrico;---;---;---;---;---;11026673.0;442962.15;4479412.73
34973;Volumétrico;Volumétrico;---;---;---;---;---;11026508.0;442850.92;4479169.48
34973;Volumétrico;Volumétrico;---;---;---;---;---;11026658.0;443041.33;4479488.52
34973;Volumétrico;Volumétrico;---;---;---;---;---;11026533.0;442897.32;4479296.74
34973;Volumétrico;Volumétrico;---;---;---;---;---;11026649.0;442965.7;4479391.67
34973;Volumétrico;Volumétrico;---;---;---;---;---;20148133.0;442947.53;4479341.94
34973;Volumétrico;Volumétrico;---;---;---;---;---;11026667.0;442926.11;4479324.67
34973;Volumétrico;Volumétrico;---;---;---;---;---;11026678.0;443005.64;4479468.96
34973;Volumétrico;Volumétrico;---;---;---;---;---;11026645.0;443081.52;4479626.98
34973;Volumétrico;Volumétrico;---;---;---;---;---;11026661.0;443064.51;4479524.2
34973;Volumétrico;Volumétrico;---;---;---;---;---;11026527.0;442845.7;4479187.09
34973;Volumétrico;Volumétrico;---;---;---;---;---;11026659.0;443048.51;4479499.47
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051749.0;437722.25;4475545.33
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051767.0;437650.73;4475577.45
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051803.0;437652.99;4475533.21
34974;Ambiental;Ambiental;---;---;---;---;---;11051939.0;437675.03;4475800.08
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051895.0;437659.16;4475638.33
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051785.0;437715.97;4475556.88
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051744.0;437697.17;4475528.86
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051956.0;437513.4;4475765.22
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051886.0;437687.17;4475675.54
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051994.0;437621.25;4475699.13
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051942.0;437645.19;4475842.84
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051995.0;437710.94;4475759.18
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051915.0;437727.23;4475708.44
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051759.0;437660.55;4475582.65
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051903.0;437695.93;4475622.78
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051965.0;437651.83;4475777.23
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051765.0;437659.06;4475564.55
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051928.0;437695.43;4475704.15
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051806.0;437637.23;4475558.86
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051846.0;437652.3;4475678.84
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051802.0;437656.77;4475527.16
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051838.0;437605.68;4475801.33
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051742.0;437687.22;4475522.54
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051877.0;437636.59;4475608.18
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051918.0;437709.03;4475719.43
34974;Volumétrico;Volumétrico;---;---;---;---;---;20016788.0;437598.86;4475635.62
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051891.0;437678.41;4475650.82
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051851.0;437577.81;4475709.64
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051834.0;437612.35;4475647.3
34974;Volumétrico;Volumétrico;---;---;---;---;---;20148589.0;437798.37;4475610.2
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051897.0;437727.45;4475643.36
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051955.0;437516.26;4475758.59
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051921.0;437580.91;4475769.58
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051711.0;437776.73;4475641.32
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051926.0;437717.9;4475699.82
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051707.0;437794.05;4475616.42
34974;Volumétrico;Volumétrico;---;---;---;---;---;31012959.0;437726.25;4475742.69
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051932.0;437764.53;4475701.44
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051912.0;437763.04;4475680.51
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051946.0;437608.73;4475604.73
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051713.0;437768.22;4475653.38
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051712.0;437772.57;4475647.39
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051860.0;437683.97;4475741.36
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051906.0;437681.49;4475613.44
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051943.0;437640.69;4475850.23
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051843.0;437669.3;4475745.33
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051863.0;437659.8;4475667.63
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051911.0;437768.68;4475672.68
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051709.0;437785.44;4475628.68
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051817.0;437746.58;4475628.37
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051894.0;437663.83;4475641.36
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051688.0;437759.11;4475629.71
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051857.0;437635.85;4475814.9
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051841.0;437643.64;4475791.08
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051871.0;437541.17;4475773.25
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051957.0;437627.92;4475730.37
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051925.0;437727.68;4475696.02
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051710.0;437781.42;4475634.56
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051947.0;437601.27;4475616.82
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051794.0;437702.46;4475557.13
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051836.0;437593.34;4475645.97
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051763.0;437667.09;4475552.27
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051862.0;437669.67;4475674.53
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051793.0;437706.28;4475551.21
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051800.0;437677.64;4475595.09
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051954.0;437522.67;4475745.93
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051859.0;437680.72;4475753.12
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051792.0;437693.31;4475591.42
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051790.0;437700.1;4475581.21
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051690.0;437751.08;4475642.07
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051874.0;437647.57;4475651.84
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051764.0;437663.32;4475558.14
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051967.0;437656.83;4475767.12
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051904.0;437691.1;4475619.77
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051805.0;437640.87;4475552.81
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051881.0;437725.73;4475670.69
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051677.0;437798.37;4475594.29
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051671.0;437829.23;4475613.7
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051919.0;437667.04;4475724.71
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051762.0;437670.64;4475546.23
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051917.0;437722.61;4475726.92
34974;Volumétrico;Volumétrico;---;---;---;---;---;20016824.0;437734.33;4475722.09
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051892.0;437673.54;4475647.67
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051963.0;437623.14;4475766.04
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051909.0;437667.14;4475604.18
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051766.0;437654.89;4475570.96
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051936.0;437701.31;4475769.21
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051773.0;437705.86;4475616.0
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051672.0;437824.03;4475610.5
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051952.0;437554.79;4475692.49
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051879.0;437634.01;4475630.59
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051743.0;437692.38;4475525.86
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051786.0;437713.01;4475561.47
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051687.0;437772.7;4475610.27
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051890.0;437682.93;4475653.76
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051847.0;437629.68;4475675.59
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051958.0;437623.12;4475727.0
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051761.0;437675.26;4475539.73
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051787.0;437709.62;4475566.57
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051772.0;437710.83;4475619.2
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051844.0;437672.34;4475701.96
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051856.0;437627.64;4475820.08
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051751.0;437732.49;4475551.89
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051875.0;437642.04;4475592.37
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051896.0;437654.6;4475635.38
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051940.0;437664.36;4475813.45
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051864.0;437631.61;4475662.07
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051866.0;437588.67;4475681.75
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051876.0;437639.11;4475599.92
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051924.0;437737.74;4475689.77
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051676.0;437803.52;4475597.42
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051788.0;437706.6;4475571.43
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051775.0;437695.26;4475609.12
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051675.0;437808.64;4475600.54
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051673.0;437818.52;4475607.05
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051882.0;437717.36;4475675.92
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051901.0;437705.58;4475629.01
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051776.0;437687.89;4475604.51
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051757.0;437668.43;4475570.67
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051753.0;437684.86;4475545.46
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051754.0;437680.68;4475551.86
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051951.0;437564.67;4475676.53
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051771.0;437715.84;4475622.52
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051774.0;437700.97;4475612.81
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051907.0;437676.69;4475610.35
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051966.0;437644.26;4475772.48
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051873.0;437646.88;4475613.0
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051752.0;437688.88;4475539.38
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051674.0;437813.67;4475604.03
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051760.0;437679.38;4475533.38
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051905.0;437686.43;4475616.7
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051741.0;437682.36;4475519.22
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051914.0;437741.94;4475700.74
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051714.0;437846.35;4475613.22
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051756.0;437672.81;4475563.89
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051961.0;437600.18;4475763.23
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051746.0;437707.09;4475535.29
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051791.0;437696.67;4475586.28
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051933.0;437754.95;4475711.91
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051686.0;437776.34;4475604.95
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051708.0;437789.84;4475622.3
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051902.0;437700.78;4475625.92
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051770.0;437721.34;4475625.91
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051962.0;437604.44;4475765.86
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051835.0;437617.19;4475792.82
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051853.0;437562.04;4475736.66
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051816.0;437738.5;4475637.12
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051900.0;437710.64;4475632.29
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051938.0;437688.33;4475783.7
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051848.0;437599.21;4475690.13
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051935.0;437716.93;4475752.96
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051797.0;437690.06;4475576.14
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051798.0;437685.97;4475582.09
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051796.0;437694.25;4475569.68
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051745.0;437702.12;4475532.04
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051789.0;437703.38;4475576.24
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051993.0;437555.55;4475764.34
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051840.0;437635.05;4475798.76
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051837.0;437606.8;4475783.84
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051855.0;437618.76;4475825.27
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051950.0;437571.95;4475664.75
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051728.0;437793.56;4475591.36
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051878.0;437634.8;4475616.61
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051685.0;437780.34;4475599.1
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051861.0;437687.1;4475723.16
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051888.0;437692.65;4475660.07
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051750.0;437727.33;4475548.65
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051941.0;437652.61;4475830.87
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051755.0;437676.6;4475558.32
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051801.0;437660.62;4475520.83
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051960.0;437591.97;4475745.27
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051768.0;437730.98;4475632.31
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051931.0;437771.14;4475694.4
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051893.0;437668.67;4475644.51
34974;Volumétrico;Volumétrico;---;---;---;---;---;20016786.0;437644.99;4475546.25
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051845.0;437663.51;4475686.62
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051842.0;437667.1;4475752.6
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051867.0;437579.08;4475689.57
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051883.0;437708.12;4475680.48
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051727.0;437763.49;4475623.33
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051807.0;437632.99;4475565.51
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051795.0;437698.44;4475563.24
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051726.0;437767.89;4475617.08
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051854.0;437559.08;4475745.88
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051922.0;437568.91;4475775.77
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051898.0;437720.02;4475638.34
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051839.0;437605.2;4475810.43
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051850.0;437584.4;4475702.44
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051964.0;437635.18;4475746.42
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051804.0;437648.87;4475539.84
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051899.0;437715.05;4475635.13
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051949.0;437579.43;4475652.63
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051944.0;437622.9;4475581.82
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051870.0;437542.01;4475766.38
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051869.0;437543.31;4475757.4
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051799.0;437681.87;4475588.64
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051930.0;437781.15;4475683.65
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051887.0;437697.62;4475663.31
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051889.0;437687.8;4475656.93
34974;Volumétrico;Volumétrico;---;---;---;---;---;20016808.0;437675.66;4475766.58
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051945.0;437616.37;4475592.4
34974;Volumétrico;Volumétrico;---;---;---;---;---;20016812.0;437552.51;4475724.68
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051953.0;437531.02;4475730.95
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051927.0;437707.64;4475702.42
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051885.0;437721.57;4475659.4
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051884.0;437700.08;4475683.44
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051968.0;437650.72;4475763.27
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051689.0;437754.92;4475636.04
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051758.0;437664.27;4475576.93
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051923.0;437556.58;4475782.12
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051852.0;437564.28;4475731.19
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051959.0;437602.69;4475727.61
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051769.0;437726.14;4475629.12
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051747.0;437712.1;4475538.69
34974;Volumétrico;Volumétrico;---;---;---;---;---;20103327.0;437673.41;4475513.41
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051748.0;437717.38;4475542.15
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051920.0;437653.87;4475731.46
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051910.0;437658.22;4475598.49
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051908.0;437671.88;4475607.24
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051868.0;437546.62;4475740.96
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051913.0;437749.31;4475695.03
34974;Volumétrico;Volumétrico;---;---;---;---;---;11051849.0;437593.01;4475694.82
34975;Estructural;Estructural;---;---;---;---;---;11020791.0;441994.38;4477621.3
34975;Estructural;Estructural;---;---;---;---;---;31021334.0;442199.81;4477878.04
34975;Estructural;Estructural;---;---;---;---;---;11021013.0;441870.61;4477733.03
34975;Estructural;Estructural;---;---;---;---;---;11020792.0;442005.08;4477643.63
34975;Estructural;Estructural;---;---;---;---;---;11021050.0;442125.41;4478028.53
34975;Estructural;Estructural;---;---;---;---;---;11020830.0;441812.55;4477623.81
34975;Estructural;Estructural;---;---;---;---;---;11021047.0;442090.7;4478059.6
34975;Estructural;Estructural;---;---;---;---;---;11020746.0;442043.73;4477547.9
34975;Estructural;Estructural;---;---;---;---;---;11021187.0;442128.09;4477826.93
34975;Estructural;Estructural;---;---;---;---;---;11021364.0;442027.6;4477815.28
34975;Estructural;Estructural;---;---;---;---;---;11020825.0;441891.0;4477598.25
34975;Estructural;Estructural;---;---;---;---;---;11020706.0;441846.64;4477732.8
34975;Estructural;Estructural;---;---;---;---;---;20009174.0;442167.14;4478043.43
34975;Estructural;Estructural;---;---;---;---;---;11021328.0;442115.13;4477779.84
34975;Estructural;Estructural;---;---;---;---;---;11020655.0;441889.56;4477662.58
34975;Estructural;Estructural;---;---;---;---;---;11021096.0;442053.88;4478019.71
34975;Estructural;Estructural;---;---;---;---;---;11020743.0;442001.1;4477566.71
34975;Estructural;Estructural;---;---;---;---;---;11020815.0;441788.11;4477650.97
34975;Estructural;Estructural;---;---;---;---;---;11020669.0;441857.23;4477685.0
34975;Estructural;Estructural;---;---;---;---;---;11021404.0;442032.9;4477702.49
34975;Estructural;Estructural;---;---;---;---;---;11021407.0;442064.58;4477651.18
34975;Estructural;Estructural;---;---;---;---;---;11021131.0;442141.78;4477877.03
34975;Estructural;Estructural;---;---;---;---;---;11020814.0;441799.99;4477647.06
34975;Estructural;Estructural;---;---;---;---;---;20009120.0;442037.43;4477601.05
34975;Estructural;Estructural;---;---;---;---;---;11021233.0;442063.4;4477916.88
34975;Estructural;Estructural;---;---;---;---;---;11020699.0;441939.25;4477687.56
34975;Estructural;Estructural;---;---;---;---;---;11020828.0;441833.88;4477617.03
34975;Estructural;Estructural;---;---;---;---;---;11021134.0;442162.03;4477881.03
34975;Estructural;Estructural;---;---;---;---;---;11021294.0;442057.34;4477753.63
34975;Estructural;Estructural;---;---;---;---;---;11021284.0;442071.69;4477983.35
34975;Estructural;Estructural;---;---;---;---;---;11021093.0;442086.25;4478001.32
34975;Estructural;Estructural;---;---;---;---;---;11020807.0;441928.27;4477604.92
34975;Estructural;Estructural;---;---;---;---;---;11020811.0;441835.61;4477635.44
34975;Estructural;Estructural;---;---;---;---;---;11021231.0;442081.95;4477907.5
34975;Estructural;Estructural;---;---;---;---;---;11020798.0;441975.31;4477635.19
34975;Estructural;Estructural;---;---;---;---;---;11021410.0;442031.3;4477657.77
34975;Estructural;Estructural;---;---;---;---;---;11020696.0;441978.83;4477669.48
34975;Estructural;Estructural;---;---;---;---;---;11020866.0;441830.74;4477693.64
34975;Estructural;Estructural;---;---;---;---;---;11021186.0;442117.79;4477832.16
34975;Volumétrico;Volumétrico;---;---;---;---;---;11021106.0;442139.69;4477990.99
34975;Estructural;Estructural;---;---;---;---;---;11020745.0;442033.35;4477553.4
34975;Volumétrico;Volumétrico;---;---;---;---;---;20009172.0;442149.35;4478006.41
34975;Estructural;Estructural;---;---;---;---;---;11021329.0;442103.98;4477797.89
34975;Estructural;Estructural;---;---;---;---;---;11021054.0;442067.83;4478057.26
34975;Estructural;Estructural;---;---;---;---;---;11021095.0;442062.37;4478014.48
34975;Estructural;Estructural;---;---;---;---;---;11020659.0;441872.03;4477668.08
34975;Estructural;Estructural;---;---;---;---;---;11020700.0;441929.78;4477691.84
34975;Estructural;Estructural;---;---;---;---;---;11020747.0;442055.66;4477541.56
34975;Estructural;Estructural;---;---;---;---;---;11021057.0;442257.62;4477910.71
34975;Estructural;Estructural;---;---;---;---;---;20009166.0;442173.49;4477980.7
34975;Estructural;Estructural;---;---;---;---;---;11020751.0;442010.75;4477582.03
34975;Estructural;Estructural;---;---;---;---;---;11020654.0;441885.6;4477651.35
34975;Estructural;Estructural;---;---;---;---;---;11021285.0;442057.83;4477990.69
34975;Estructural;Estructural;---;---;---;---;---;11021154.0;442183.41;4477923.0
34975;Estructural;Estructural;---;---;---;---;---;11021330.0;442115.16;4477791.93
34975;Estructural;Estructural;---;---;---;---;---;20009192.0;442170.1;4477862.95
34975;Estructural;Estructural;---;---;---;---;---;11020705.0;441856.07;4477726.86
34975;Estructural;Estructural;---;---;---;---;---;11021137.0;442223.15;4477849.56
34975;Estructural;Estructural;---;---;---;---;---;11021094.0;442073.22;4478008.5
34975;Estructural;Estructural;---;---;---;---;---;11020832.0;441792.37;4477630.34
34975;Estructural;Estructural;---;---;---;---;---;11020805.0;442045.61;4477615.86
34975;Estructural;Estructural;---;---;---;---;---;11020701.0;441921.25;4477695.72
34975;Estructural;Estructural;---;---;---;---;---;11020797.0;441969.17;4477622.53
34975;Estructural;Estructural;---;---;---;---;---;11020698.0;441954.96;4477680.44
34975;Estructural;Estructural;---;---;---;---;---;11021112.0;442214.75;4477941.31
34975;Estructural;Estructural;---;---;---;---;---;11020744.0;442012.24;4477564.04
34975;Estructural;Estructural;---;---;---;---;---;11021053.0;442083.67;4478049.35
34975;Estructural;Estructural;---;---;---;---;---;11020789.0;441965.76;4477562.28
34975;Estructural;Estructural;---;---;---;---;---;20009228.0;442086.04;4477764.44
34975;Estructural;Estructural;---;---;---;---;---;11021299.0;442142.96;4477930.44
34975;Estructural;Estructural;---;---;---;---;---;11021014.0;441858.47;4477738.44
34975;Estructural;Estructural;---;---;---;---;---;20009280.0;442207.35;4477892.96
34975;Estructural;Estructural;---;---;---;---;---;11021132.0;442150.13;4477872.85
34975;Estructural;Estructural;---;---;---;---;---;11021240.0;442080.73;4477752.27
34975;Estructural;Estructural;---;---;---;---;---;11021156.0;442233.44;4477897.28
34975;Estructural;Estructural;---;---;---;---;---;11020808.0;441916.05;4477608.81
